"global_index","순번","문제 파일명","정답 파일명","통합사회 1권/2권","대단원","소단원 (자세한)","기존 사탐 범주","내신 난이도 (상,중,하)","정답율%","기출문제 유무 (Y/N)","태그 (쉼표구분)","출처"
"668","254",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","63","Y","시장 실패의 개선을 위한 정부의 개입","2022학년도 9월 모평 9번"
"669","255",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","72","Y","시장 실패의 개선을 위한 정부의 개입","2020학년도 6월 모평 11번"
"670","256",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","93","Y","시장 실패의 개선을 위한 정부의 개입","2020년 4월 학평 6번"
"671","257",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","78","Y","최저가격제","2024년 10월 학평 9번"
"672","258",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","86","Y","최고가격제 + 최저 가격제","2025학년도 수능 4번"
"673","259",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","85","Y","국민 경제의 순환","2022학년도 6월 모평 2번"
"674","260",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","73","Y","국민 경제의 순환","2021년 3월 학평 6번"
"675","261",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","93","Y","국민 경제의 순환","2023년 10월 학평 1번"
"676","262",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","77","Y","국민 경제의 순환","2020학년도 수능 1번"
"677","263",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","68","Y","국민 경제의 순환","2025학년도 6월 모평 1번"
"678","264",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","80","Y","국민 경제의 순환","2020학년도 9월 모평 1번"
"679","265",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","89","Y","국민 경제의 순환","2021년 7월 학평 1번"
"680","266",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","81","Y","국민 경제의 순환","2021학년도 6월 모평 6번"
"681","267",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","76","Y","국민 경제의 순환","2023년 3월 학평 1번"
"682","268",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","80","Y","국민 경제의 순환","2022년 3월 학평 11번"
"683","269",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","79","Y","국민 경제의 순환","2020년 7월 학평 4번"
"684","270",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","81","Y","국민 경제의 순환","2022년 7월 학평 17번"
"685","271",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","73","Y","국민 경제의 순환","2019년 7월 학평 1번"
"686","272",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","90","Y","국민 경제의 순환","2024년 10월 학평 1번"
"687","273",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","70","Y","고용지표","2025학년도 6월 모평 11번"
"688","274",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","76","Y","고용지표","2020년 10월 학평 7번"
"689","275",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","67","Y","고용지표","2019년 4월 학평 19번"
"690","276",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","중","56","Y","고용지표","2024학년도 6월 모평 7번"
"691","277",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","중","58","Y","고용지표","2023년 7월 학평 17번"
"692","278",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","86","Y","고용지표","2020학년도 수능 6번"
"693","279",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","중","57","Y","고용지표","2023년 4월 학평 12번"
"694","280",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","75","Y","고용지표","2022학년도 수능 17번"
"695","281",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","60","Y","고용지표","2023년 10월 학평 8번"
"696","282",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","중","40","Y","고용지표","2024학년도 9월 모평 15번"
"697","283",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","중","53","Y","고용지표","2024년 3월 학평 17번"
"698","284",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","78","Y","고용지표","2023학년도 6월 모평 11번"
"699","285",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","65","Y","고용지표","2024년 7월 학평 13번"
"700","286",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","79","Y","고용지표","2022년 7월 학평 8번"
"701","287",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","72","Y","고용지표","2022학년도 9월 모평 8번"
"702","288",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","중","49","Y","고용지표","2024학년도 수능 16번"
"703","289",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","82","Y","고용지표","2021년 10월 학평 12번"
"704","290",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","64","Y","고용지표","2021년 4월 학평 11번"
"705","291",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","83","Y","고용지표","2020년 4월 학평 11번"
"706","292",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","66","Y","고용지표","2021년 7월 학평 11번"
"707","293",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","74","Y","고용지표","2020학년도 6월 모평 13번"
"708","294",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","중","52","Y","고용지표","2023학년도 수능 16번"
"709","295",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","62","Y","고용지표","2023년 3월 학평 13번"
"710","296",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","중","44","Y","고용지표","2022년 4월 학평 14번"
"711","297",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","76","Y","고용지표","2021학년도 6월 모평 16번"
"712","298",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","82","Y","고용지표","2021학년도 수능 8번"
"713","299",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","69","Y","고용지표","2020년 7월 학평 8번"
"714","300",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","중","57","Y","고용지표","2019년 10월 학평 16번"
"715","301",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","65","Y","고용지표","2023학년도 9월 모평 14번"
"716","302",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","69","Y","고용지표","2019년 3월 학평 16번"
"717","303",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","중","57","Y","고용지표","2022년 10월 학평 13번"
"718","304",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","70","Y","고용지표","2019년 7월 학평 17번"
"719","305",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","60","Y","고용지표","2021학년도 9월 모평 18번"
"720","306",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","73","Y","고용지표","2022학년도 6월 모평 8번"
"721","307",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","68","Y","고용지표","2020년 3월 학평 18번"
"722","308",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","중","54","Y","고용지표","2024년 4월 학평 18번"
"723","309",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","67","Y","고용지표","2020학년도 9월 모평 16번"
"724","310",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","90","Y","실업의 유형과 대책","2023년 10월 학평 3번"
"725","311",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","66","Y","실업의 유형과 대책","2022년 3월 학평 18번"
"726","312",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","77","Y","실업의 유형과 대책","2020학년도 9월 모평 4번"
"727","313",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","70","Y","실업의 유형과 대책","2021년 3월 학평 9번"
"728","314",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","89","Y","실업의 유형과 대책","2024학년도 6월 모평 12번"
"729","315",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","중","55","Y","고용지표","2025학년도 9월 모평 12번"
"730","316",,,"통합사회2","시장 경제와 지속가능발전","합리적 선택과 경제 주체의 역할","경제","하","72","Y","고용지표","2024년 10월 학평 7번"
